,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10,f09_stimulus_1,f09_stimulus_2,f09_stimulus_3,f09_stimulus_4,f09_stimulus_5,f09_stimulus_6,f09_stimulus_7,f09_stimulus_8,f09_stimulus_9,f09_stimulus_10
0.1345,18.78551024,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1355,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1365,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1375,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1385,18.78551024,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1395,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1405,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1415,18.78551024,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1425,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1435,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1445,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1455,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1465,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1475,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,19.2771429,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1485,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
0.1495,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-1.62265306,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.3734694,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-0.99755101,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,-1.1310204,0,0,0,0,0,0,0,0,0,0,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-1.12897959,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.40285714,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.32306123,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795,-0.55489795
